id,show_id,type,title,director,year_film,rating,duration,listed_in,description
177,81107545,Movie,KABIR SINGH,Sandeep Reddy Vanga,2019,TV-MA,171 min,"Dramas, International Movies, Romantic Movies","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
178,70118953,Movie,OCÉANS,"Jacques Perrin, Jacques Cluzaud",2009,G,84 min,"Documentaries, International Movies",This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.
179,80190449,Movie,THE ENDLESS,"Justin Benson, Aaron Moorhead",2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
181,80163156,Movie,JERRY BEFORE SEINFELD,Michael Bonfiglio,2017,TV-14,62 min,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
189,80149143,Movie,COME AND FIND ME,Zack Whedon,2016,R,112 min,"Dramas, Thrillers","When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption."
191,80987075,Movie,CLASS RANK,Eric Stoltz,2018,TV-14,103 min,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system."
192,80192815,Movie,BARBIE DOLPHIN MAGIC,Conrad Helten,2017,TV-G,64 min,Children & Family Movies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend."
196,80066798,Movie,KEITH RICHARDS: UNDER THE INFLUENCE,Morgan Neville,2015,TV-PG,82 min,"Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today."
197,81147293,Movie,A HAUNTING AT SILVER FALLS: THE RETURN,Teo Konuralp,2019,TV-14,80 min,"Horror Movies, Independent Movies","When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
199,80991316,Movie,AVENGEMENT,Jesse V. Johnson,2019,TV-MA,88 min,Action & Adventure,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer."
200,80190588,Movie,CLIVE DAVIS: THE SOUNDTRACK OF OUR LIVES,Chris Perkel,2017,TV-14,124 min,"Documentaries, Music & Musicals",This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.
201,70124316,Movie,FIVE ELEMENTS NINJAS,Cheh Chang,1982,R,104 min,"Action & Adventure, International Movies","When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge."
202,70229037,Movie,SEBASTIAN MANISCALCO: WHAT'S WRONG WITH PEOPLE?,Manny Rodriguez,2012,TV-14,76 min,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special."
204,80037280,Movie,THE WITCH,Robert Eggers,2015,R,92 min,"Horror Movies, Independent Movies","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid."
206,80058248,Movie,I AM WRATH,Chuck Russell,2016,R,91 min,"Action & Adventure, Dramas","Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians."
207,70307661,Movie,"AS ABOVE, SO BELOW",John Erick Dowdle,2014,R,93 min,"Horror Movies, Thrillers",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.
208,70117312,Movie,SCOTT PILGRIM VS. THE WORLD,Edgar Wright,2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
209,80092885,Movie,ARQ,Tony Elliott,2016,TV-MA,89 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity."
210,80108371,Movie,CEDRIC THE ENTERTAINER: LIVE FROM THE VILLE,Troy Miller,2016,TV-MA,60 min,Stand-Up Comedy,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."""
212,80045805,Movie,RAIDERS!: THE STORY OF THE GREATEST FAN FILM EVER MADE,"Jeremy Coon, Tim Skousen",2015,NR,93 min,Documentaries,"Three childhood friends attempt to finish the pet project they've worked on for over 30 years: re-creating ""Raiders of the Lost Ark"" shot for shot."
213,80101827,Movie,THE WHITE HELMETS,Orlando von Einsiedel,2016,TV-14,41 min,Documentaries,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble."
217,81030342,Movie,LOS TIGRES DEL NORTE AT FOLSOM PRISON,Tom Donahue,2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
219,70054723,Movie,STEAL A PENCIL FOR ME,Michèle Ohayon,2006,TV-14,94 min,Documentaries,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.
222,81131761,Movie,THE OUTSIDER,Timothy Woodward Jr.,2019,TV-MA,86 min,Movies,A frontier sheriff tries to protect his sadistic son from a Chinese railroad worker hellbent on revenge.
226,81016326,Movie,ARISAN 2,Nia Dinata,2011,TV-14,113 min,"Comedies, Dramas, International Movies","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths."
228,80227777,Movie,CARDBOARD GANGSTERS,Mark O'Connor,2016,TV-MA,92 min,"Dramas, International Movies","A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path."
229,81018233,Movie,EEDA,Ajithkumar,2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies",Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.
230,81016317,Movie,GALIH DAN RATNA,Lucky Kuswandi,2017,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.
231,81016337,Movie,GIE,Riri Riza,2005,TV-14,141 min,"Dramas, International Movies",Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.
232,81018234,Movie,​GOLI SODA 2,Vijay Milton,2018,TV-MA,128 min,"Action & Adventure, Dramas, International Movies","A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers."
235,81018241,Movie,JUGAAD,Susannah Heath-Eves,2017,TV-14,52 min,Documentaries,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents."
236,81018235,Movie,​MAJ RATI ​​KETEKI,Santwana Bardoloi,2017,TV-14,117 min,"Dramas, International Movies","A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks."
237,81018236,Movie,​MAYURAKSHI,Atanu Ghosh,2017,TV-14,100 min,"Dramas, International Movies","When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them."
238,81018237,Movie,RED OLEANDERS RAKTOKAROBI,Amitava Bhattacharya,2017,TV-14,112 min,"Dramas, International Movies","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
239,81018238,Movie,SAMANTARAL,Partha Chakraborty,2017,TV-MA,110 min,"Dramas, International Movies","On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years."
240,81016339,Movie,THE SECRET,"Raffi Ahmad, Arie Azis",2018,TV-MA,98 min,"Horror Movies, International Movies","Learning that her father has married a woman her own age, Kanaya leaves home, only to get into an accident that lands her in a haunted hospital."
241,80067522,Movie,FIRST THEY KILLED MY FATHER,Angelina Jolie,2017,TV-MA,137 min,Dramas,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.
242,80192149,Movie,GAGARIN: FIRST IN SPACE,Pavel Parkhomenko,2013,TV-14,108 min,"Dramas, International Movies",This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.
243,80142637,Movie,JANAAN,Azfar Jafri,2016,TV-14,132 min,"Comedies, Dramas, International Movies","After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin."
244,80192014,Movie,LARCENY,R. Ellis Frazier,2017,TV-14,87 min,Action & Adventure,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.
245,80192015,Movie,RUMBLE,R. Ellis Frazier,2016,TV-MA,92 min,"Action & Adventure, Independent Movies","An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob."
246,80168230,Movie,STRONG ISLAND,Yance Ford,2017,TV-MA,108 min,Documentaries,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother."
247,80202129,TV Show,THE FIVE,Mark Tonderai,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police."
248,80088910,Movie,NATURAL BORN PRANKSTERS,"Roman Atwood, Ben Pluimer",2016,R,91 min,Comedies,"The biggest pranksters on YouTube – VitalyzdTV, Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts."
249,70290909,Movie,SAMPLE THIS,Dan Forrer,2012,TV-14,83 min,"Documentaries, Music & Musicals","This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it."
251,80033772,Movie,COWSPIRACY: THE SUSTAINABILITY SECRET,"Kip Andersen, Keegan Kuhn",2014,NR,90 min,Documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.
252,81093951,Movie,OH! BABY,B. V. Nandini Reddy,2019,TV-14,157 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
253,80238013,Movie,THE CRYSTAL CALLS MAKING THE DARK CRYSTAL: AGE OF RESISTANCE,Randall Lobb,2019,TV-PG,83 min,"Documentaries, International Movies","Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series."
254,81089941,Movie,WE HAVE ALWAYS LIVED IN THE CASTLE,Stacie Passon,2018,TV-14,95 min,"Dramas, Thrillers",The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.
255,81000011,Movie,BANGKOK HELL,Manop Janjarasskul,2002,TV-MA,107 min,"Dramas, International Movies","When offered a deal to snitch on fellow prisoners, an inmate faces a tough dilemma: act in his own interest, or help those who may need him."
257,80217733,Movie,BLEACH,Shinsuke Sato,2018,TV-14,109 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","When high schooler Ichigo is suddenly given reaper abilities, he really wants to give the powers back. But he'll have to reap some souls first."
261,80999985,Movie,STILL,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon",2010,TV-MA,100 min,"Horror Movies, International Movies","A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines."
