year_film,year_award,ceremony,category,nominee,title,win
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,FALSE
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,Matt LeBlanc,Episodes,TRUE
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,Alec Baldwin,30 Rock,FALSE
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,David Duchovny,Californication,FALSE
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,Johnny Galecki,"Big Bang Theory, The",FALSE
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,Thomas Jane,Hung,FALSE
2011,2012,69,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jessica Lange,American Horror Story,TRUE
2011,2012,69,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kelly MacDonald,Boardwalk Empire,FALSE
2011,2012,69,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maggie Smith,Downton Abbey,FALSE
2011,2012,69,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sofia Vergara,Modern Family,FALSE
2011,2012,69,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Evan Rachel Wood,Mildred Pierce,FALSE
2011,2012,69,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Peter Dinklage,Game of Thrones,TRUE
2011,2012,69,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Paul Giamatti,Too Big To Fail,FALSE
2011,2012,69,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Guy Pearce,Mildred Pierce,FALSE
2011,2012,69,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tim Robbins,Cinema Verite,FALSE
2011,2012,69,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Eric Stonestreet,Modern Family,FALSE
2011,2012,69,Cecil B. deMille Award,Morgan Freeman,,FALSE
2012,2013,70,Best Motion Picture - Drama,Argo,,TRUE
2012,2013,70,Best Motion Picture - Drama,Life of Pi,,FALSE
2012,2013,70,Best Motion Picture - Drama,Lincoln,,FALSE
2012,2013,70,Best Motion Picture - Drama,"Zero Dark Thirty 	",,FALSE
2012,2013,70,Best Motion Picture - Drama,Django Unchained,,FALSE
2012,2013,70,Best Motion Picture - Musical or Comedy,Les Misérables,,TRUE
2012,2013,70,Best Motion Picture - Musical or Comedy,"Best Exotic Marigold Hotel, The",,FALSE
2012,2013,70,Best Motion Picture - Musical or Comedy,Moonrise Kingdom,,FALSE
2012,2013,70,Best Motion Picture - Musical or Comedy,Salmon Fishing in the Yemen,,FALSE
2012,2013,70,Best Motion Picture - Musical or Comedy,Silver Linings Playbook,,FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,"Zero Dark Thirty 	",TRUE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Marion Cotillard,Rust and Bone,FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren,Hitchcock,FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Naomi Watts,"Impossible, The",FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Rachel Weisz,"Deep Blue Sea, The",FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Lincoln,TRUE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Richard Gere,Arbitrage,FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Joaquin Phoenix,"Master, The",FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Flight,FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,John Hawkes,"Sessions, The",FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Silver Linings Playbook,TRUE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Salmon Fishing in the Yemen,FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,"Best Exotic Marigold Hotel, The",FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Quartet,FALSE
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Hope Springs,FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Les Misérables,TRUE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Hyde Park on Hudson,FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bradley Cooper,Silver Linings Playbook,FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black,Bernie,FALSE
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ewan McGregor,Salmon Fishing in the Yemen,FALSE
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Hathaway,Les Misérables,TRUE
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,"Master, The",FALSE
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Hunt,"Sessions, The",FALSE
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,"Paperboy, The",FALSE
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Field,Lincoln,FALSE
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Django Unchained,TRUE
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Philip Seymour Hoffman,"Master, The",FALSE
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alan Arkin,Argo,FALSE
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Leonardo DiCaprio,Django Unchained,FALSE
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tommy Lee Jones,Lincoln,FALSE
2012,2013,70,Best Director - Motion Picture,Ben Affleck,Argo,TRUE
2012,2013,70,Best Director - Motion Picture,Ang Lee,Life of Pi,FALSE
2012,2013,70,Best Director - Motion Picture,Steven Spielberg,Lincoln,FALSE
2012,2013,70,Best Director - Motion Picture,Kathryn Bigelow,"Zero Dark Thirty 	",FALSE
2012,2013,70,Best Director - Motion Picture,Quentin Tarantino,Django Unchained,FALSE
2012,2013,70,Best Screenplay - Motion Picture,Quentin Tarantino,Django Unchained,TRUE
2012,2013,70,Best Screenplay - Motion Picture,Tony Kushner,Lincoln,FALSE
2012,2013,70,Best Screenplay - Motion Picture,Mark Boal,"Zero Dark Thirty 	",FALSE
2012,2013,70,Best Screenplay - Motion Picture,David O. Russell,Silver Linings Playbook,FALSE
2012,2013,70,Best Screenplay - Motion Picture,Chris Terrio,Argo,FALSE
2012,2013,70,Best Motion Picture - Animated,Brave,,TRUE
2012,2013,70,Best Motion Picture - Animated,Frankenweenie,,FALSE
2012,2013,70,Best Motion Picture - Animated,Hotel Transylvania,,FALSE
2012,2013,70,Best Motion Picture - Animated,Rise of the Guardians,,FALSE
2012,2013,70,Best Motion Picture - Animated,Wreck-It Ralph,,FALSE
2012,2013,70,Best Motion Picture - Foreign Language,Amour,"Austria, Michael Haneke",TRUE
2012,2013,70,Best Motion Picture - Foreign Language,A Royal Affair,"Denmark, Nikolaj Arcel",FALSE
2012,2013,70,Best Motion Picture - Foreign Language,The Intouchables,"France, Olivier Nakache, Éric Toledano",FALSE
2012,2013,70,Best Motion Picture - Foreign Language,Kon Tiki,"Norway, United Kingdom, Denmark, Joachim Rønning, Espen Sandberg",FALSE
2012,2013,70,Best Motion Picture - Foreign Language,Rust and Bone,"France, Jacques Audiard",FALSE
2012,2013,70,Best Original Score - Motion Picture,Mychael Danna,Life of Pi,TRUE
2012,2013,70,Best Original Score - Motion Picture,John Williams,Lincoln,FALSE
2012,2013,70,Best Original Score - Motion Picture,Dario Marianelli,Anna Karenina,FALSE
2012,2013,70,Best Original Score - Motion Picture,"Tom Tykwer, Johnny Klimek, Reinhold Heil",Cloud Atlas,FALSE
2012,2013,70,Best Original Score - Motion Picture,Alexandre Desplat,Argo,FALSE
2012,2013,70,Best Original Song - Motion Picture,"""Skyfall"", Adele, Paul Epworth",Skyfall,TRUE
2012,2013,70,Best Original Song - Motion Picture,"""For You"", Keith Urban, Monty Powell",Act of Valor,FALSE
2012,2013,70,Best Original Song - Motion Picture,"""Not Running Anymore"", Jon Bon Jovi",Stand Up Guys,FALSE
2012,2013,70,Best Original Song - Motion Picture,"""Safe & Sound"", Taylor Swift, John Paul White, Joy Williams, T Bone Burnett",The Hunger Games,FALSE
2012,2013,70,Best Original Song - Motion Picture,"""Suddenly"", Herbert Kretzmer, Claude-Michel Schonberg, Alain Boublil",Les Misérables,FALSE
2012,2013,70,Best Television Series - Drama,Homeland,,TRUE
2012,2013,70,Best Television Series - Drama,Boardwalk Empire,,FALSE
2012,2013,70,Best Television Series - Drama,Downton Abbey,,FALSE
2012,2013,70,Best Television Series - Drama,"Newsroom, The",,FALSE
2012,2013,70,Best Television Series - Drama,Breaking Bad,,FALSE
2012,2013,70,Best Television Series - Musical or Comedy,Girls,,TRUE
2012,2013,70,Best Television Series - Musical or Comedy,"Big Bang Theory, The",,FALSE
2012,2013,70,Best Television Series - Musical or Comedy,Episodes,,FALSE
2012,2013,70,Best Television Series - Musical or Comedy,Modern Family,,FALSE
2012,2013,70,Best Television Series - Musical or Comedy,Smash,,FALSE
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,Game Change,,TRUE
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,The Hour,,FALSE
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,The Girl,,FALSE
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,Hatfields & McCoys,,FALSE
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,Political Animals,,FALSE
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Julianne Moore,Game Change,TRUE
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sienna Miller,The Girl,FALSE
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Nicole Kidman,Hemingway & Gellhorn,FALSE
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Asylum,FALSE
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sigourney Weaver,Political Animals,FALSE
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kevin Costner,Hatfields & McCoys,TRUE
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Woody Harrelson,Game Change,FALSE
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Clive Owen,Hemingway & Gellhorn,FALSE
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Benedict Cumberbatch,Sherlock: Season 2 (Masterpiece),FALSE
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Toby Jones,The Girl,FALSE
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Claire Danes,Homeland,TRUE
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Connie Britton,Nashville ( TV ),FALSE
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Michelle Dockery,Downton Abbey,FALSE
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Glenn Close,Damages,FALSE
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,FALSE
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,Damian Lewis,Homeland,TRUE
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,Steve Buscemi,Boardwalk Empire,FALSE
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston,Breaking Bad,FALSE
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,Jeff Daniels,"Newsroom, The",FALSE
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,Jon Hamm,Mad Men,FALSE
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,TRUE
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Tina Fey,30 Rock,FALSE
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,FALSE
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,FALSE
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,TRUE
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Alec Baldwin,30 Rock,FALSE
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Matt LeBlanc,Episodes,FALSE
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Louis C.K.,Louie,FALSE
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",FALSE
2012,2013,70,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maggie Smith,Downton Abbey,TRUE
2012,2013,70,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sofia Vergara,Modern Family,FALSE
2012,2013,70,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Archie Panjabi,The Good Wife,FALSE
2012,2013,70,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hayden Panettiere,Nashville ( TV ),FALSE
2012,2013,70,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sarah Paulson,Game Change,FALSE
2012,2013,70,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Harris,Game Change,TRUE
2012,2013,70,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Eric Stonestreet,Modern Family,FALSE
2012,2013,70,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Max Greenfield,New Girl,FALSE
2012,2013,70,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny Huston,Magic City,FALSE
2012,2013,70,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mandy Patinkin,Homeland,FALSE
2012,2013,70,Cecil B. deMille Award,Jodie Foster,,FALSE
2013,2014,71,Best Motion Picture - Drama,12 Years a Slave,,TRUE
2013,2014,71,Best Motion Picture - Drama,Captain Phillips,,FALSE
2013,2014,71,Best Motion Picture - Drama,Gravity,,FALSE
2013,2014,71,Best Motion Picture - Drama,Philomena,,FALSE
2013,2014,71,Best Motion Picture - Drama,Rush,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,American Hustle,,TRUE
2013,2014,71,Best Motion Picture - Musical or Comedy,Nebraska,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,Inside Llewyn Davis,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,Her,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,"Wolf of Wall Street, The",,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Blue Jasmine,TRUE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,Gravity,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Philomena,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Labor Day,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson,Saving Mr. Banks,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Matthew McConaughey,Dallas Buyers Club,TRUE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Robert Redford,All Is Lost,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Chiwetel Ejiofor,12 Years a Slave,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Captain Phillips,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Idris Elba,Mandela: Long Walk to Freedom,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,American Hustle,TRUE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Louis-Dreyfus,Enough Said,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Greta Gerwig,Frances Ha,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,August: Osage County,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Delpy,Before Midnight,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Leonardo DiCaprio,"Wolf of Wall Street, The",TRUE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,American Hustle,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bruce Dern,Nebraska,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oscar Isaac,Inside Llewyn Davis,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Her,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lawrence,American Hustle,TRUE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Hawkins,Blue Jasmine,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lupita Nyong'o,12 Years a Slave,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,June Squibb,Nebraska,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julia Roberts,August: Osage County,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jared Leto,Dallas Buyers Club,TRUE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Fassbender,12 Years a Slave,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barkhad Abdi,Captain Phillips,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl,Rush,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bradley Cooper,American Hustle,FALSE
2013,2014,71,Best Director - Motion Picture,Alfonso Cuarón,Gravity,TRUE
2013,2014,71,Best Director - Motion Picture,Steve McQueen,12 Years a Slave,FALSE
2013,2014,71,Best Director - Motion Picture,Paul Greengrass,Captain Phillips,FALSE
2013,2014,71,Best Director - Motion Picture,David O. Russell,American Hustle,FALSE
2013,2014,71,Best Director - Motion Picture,Alexander Payne,Nebraska,FALSE
2013,2014,71,Best Screenplay - Motion Picture,Spike Jonze,Her,TRUE
2013,2014,71,Best Screenplay - Motion Picture,John Ridley,12 Years a Slave,FALSE
2013,2014,71,Best Screenplay - Motion Picture,"Steve Coogan, Jeff Pope",Philomena,FALSE
2013,2014,71,Best Screenplay - Motion Picture,"Eric Warren Singer , David O. Russell",American Hustle,FALSE
2013,2014,71,Best Screenplay - Motion Picture,Bob Nelson,Nebraska,FALSE
2013,2014,71,Best Motion Picture - Animated,Frozen,,TRUE
2013,2014,71,Best Motion Picture - Animated,Despicable Me 2,,FALSE
2013,2014,71,Best Motion Picture - Animated,"Croods, The",,FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Great Beauty,"Italy, Paolo Sorrentino",TRUE
2013,2014,71,Best Motion Picture - Foreign Language,Blue is the Warmest Color,"France, Abdellatif Kechiche",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Hunt,"Denmark, Thomas Vinterberg",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Past,"Iran, Asghar Farhadi ",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Wind Rises,"Japan, Hayao Miyazaki",FALSE
2013,2014,71,Best Original Score - Motion Picture,Alex Ebert,All Is Lost,TRUE
2013,2014,71,Best Original Score - Motion Picture,John Williams,The Book Thief,FALSE
2013,2014,71,Best Original Score - Motion Picture,Hans Zimmer,12 Years a Slave,FALSE
2013,2014,71,Best Original Score - Motion Picture,Steven Price,Gravity,FALSE
2013,2014,71,Best Original Score - Motion Picture,Alex Heffes,Mandela: Long Walk to Freedom,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Ordinary Love"", U2, Danger Mouse, Bono",Mandela: Long Walk to Freedom,TRUE
2013,2014,71,Best Original Song - Motion Picture,"""Please Mr. Kennedy"", Ed Rush, George Cromarty, T Bone Burnett, Justin Timberlake, Joel Coen, Ethan Coen",Inside Llewyn Davis,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Let It Go"", Kristen Anderson Lopez, Robert Lopez",Frozen,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Sweeter Than Fiction"", Taylor Swift, Jack Antonoff",One Chance,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Atlas"", Chris Martin, Guy Berryman, Jon Buckland, Will Champion",The Hunger Games: Catching Fire,FALSE
2013,2014,71,Best Television Series - Drama,Breaking Bad,,TRUE
2013,2014,71,Best Television Series - Drama,The Good Wife,,FALSE
2013,2014,71,Best Television Series - Drama,House of Cards,,FALSE
2013,2014,71,Best Television Series - Drama,Masters of Sex,,FALSE
2013,2014,71,Best Television Series - Drama,Downton Abbey,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Brooklyn Nine-Nine,,TRUE
2013,2014,71,Best Television Series - Musical or Comedy,Girls,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Modern Family,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Parks And Recreation,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,"Big Bang Theory, The",,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Behind the Candelabra,,TRUE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Coven,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Top of the Lake,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Dancing on the Edge,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,The White Queen,,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elisabeth Moss,Top of the Lake,TRUE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Rebecca Ferguson,The White Queen,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Coven,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helena Bonham Carter,Burton and Taylor,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,Phil Spector,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Douglas,Behind the Candelabra,TRUE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Al Pacino,Phil Spector,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matt Damon,Behind the Candelabra,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Dancing on the Edge,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,TRUE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Taylor Schilling,Orange is the New Black,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Tatiana Maslany,Orphan Black,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Kerry Washington,Scandal (TV),FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston,Breaking Bad,TRUE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,James Spader,"Blacklist, The",FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Kevin Spacey,House of Cards,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Michael Sheen,Masters of Sex,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,TRUE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Andy Samberg,Brooklyn Nine-Nine,TRUE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,"Michael J. Fox Show, The",FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Bateman,Arrested Development,FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jacqueline Bisset,Dancing on the Edge,TRUE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Janet McTeer,The White Queen,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sofia Vergara,Modern Family,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hayden Panettiere,Nashville ( TV ),FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Monica Potter,Parenthood (TV),FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jon Voight,Ray Donovan,TRUE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Lowe,Behind the Candelabra,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Corey Stoll,House of Cards,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Aaron Paul,Breaking Bad,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josh Charles,The Good Wife,FALSE
2013,2014,71,Cecil B. deMille Award,Woody Allen,,FALSE
